experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,36,38000,US,Remoto,US,M
SE,36,168000,US,Remoto,US,M
SE,36,130000,US,Remoto,US,M
SE,36,123400,US,Presencial,US,M
SE,36,88100,US,Presencial,US,M
SE,36,120000,US,Remoto,US,S
SE,36,55000,US,Remoto,US,S
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,24,191200,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,2,150000,US,Presencial,US,M
SE,2,120000,US,Presencial,US,M
SE,32,139000,US,Presencial,US,M
SE,32,122000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,18,139600,US,Presencial,US,M
SE,18,85700,US,Presencial,US,M
SE,24,185000,US,Remoto,US,M
SE,24,50000,US,Remoto,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,36,156400,US,Presencial,US,M
SE,36,200000,US,Remoto,US,M
SE,36,175000,US,Remoto,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
MI,53,148500,US,Remoto,US,L
MI,53,98200,US,Remoto,US,L
SE,18,115000,US,Remoto,US,M
SE,18,95000,US,Remoto,US,M
SE,23,66000,US,Remoto,US,M
SE,36,185000,US,Remoto,US,M
SE,36,50000,US,Remoto,US,M
SE,36,47280,ES,Presencial,ES,M
SE,36,37824,ES,Presencial,ES,M
MI,27,134000,US,Presencial,US,M
MI,27,98000,US,Presencial,US,M
MI,18,105000,US,Presencial,US,M
MI,18,62000,US,Presencial,US,M
EN,8,57000,US,Remoto,US,L
SE,12,161311,CA,Hibrido,CA,M
MI,36,144200,US,Remoto,US,M
MI,36,115360,US,Remoto,US,M
SE,67,38154,IN,Remoto,IN,L
SE,24,170000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,23,180000,US,Remoto,US,M
SE,23,160000,US,Remoto,US,M
MI,36,108000,US,Hibrido,US,L
SE,58,200000,US,Remoto,US,M
SE,58,150000,US,Remoto,US,M
EX,27,125976,CA,Hibrido,CA,L
SE,24,188700,US,Remoto,US,M
SE,24,160395,US,Remoto,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,36,198440,US,Remoto,US,M
SE,36,144000,US,Remoto,US,M
SE,6,191475,US,Remoto,US,M
SE,6,141525,US,Remoto,US,M
SE,18,50432,ES,Presencial,ES,M
SE,18,36773,ES,Presencial,ES,M
SE,51,156868,US,Remoto,US,L
SE,36,198440,US,Presencial,US,L
SE,36,144000,US,Presencial,US,L
SE,24,200000,US,Remoto,US,M
SE,24,180000,US,Remoto,US,M
MI,2,108000,US,Remoto,US,M
MI,2,85000,US,Remoto,US,M
SE,56,210000,US,Remoto,US,M
SE,56,180000,US,Remoto,US,M
SE,24,165000,US,Remoto,US,M
SE,24,132000,US,Remoto,US,M
SE,2,130000,US,Remoto,US,M
SE,2,110000,US,Remoto,US,M
MI,20,135000,US,Remoto,US,L
SE,24,178800,US,Remoto,US,L
SE,24,132100,US,Remoto,US,L
EN,18,20000,CR,Hibrido,US,M
SE,56,140000,CA,Presencial,CA,M
SE,56,110000,CA,Presencial,CA,M
SE,24,160000,US,Remoto,US,M
SE,24,85000,US,Remoto,US,M
SE,42,63000,US,Remoto,US,M
EX,24,187200,US,Remoto,US,M
EX,24,116100,US,Remoto,US,M
SE,24,200000,US,Remoto,US,M
SE,24,145000,US,Remoto,US,M
SE,24,154545,US,Presencial,US,L
SE,36,215000,US,Presencial,US,L
SE,36,159000,US,Presencial,US,L
SE,24,154545,US,Presencial,US,L
EN,1,50000,US,Remoto,US,M
SE,37,183000,US,Remoto,US,L
SE,18,99750,US,Remoto,US,M
SE,18,68400,US,Remoto,US,M
SE,36,159200,US,Remoto,US,L
SE,35,179775,US,Remoto,US,M
SE,24,175000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,56,210000,US,Remoto,US,M
SE,56,180000,US,Remoto,US,M
SE,36,148000,US,Remoto,US,M
SE,36,128000,US,Remoto,US,M
SE,23,190000,US,Remoto,US,M
SE,23,135000,US,Remoto,US,M
SE,2,130000,US,Remoto,US,M
SE,2,110000,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
SE,24,85000,US,Remoto,US,M
SE,36,218000,US,Presencial,US,M
SE,36,145300,US,Presencial,US,M
SE,53,195400,US,Remoto,US,L
SE,53,131300,US,Remoto,US,L
EN,38,105000,CL,Remoto,US,L
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,207000,US,Remoto,US,M
SE,36,153000,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,18,110000,US,Presencial,US,M
SE,18,99000,US,Presencial,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,207000,US,Remoto,US,M
SE,36,153000,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,24,195700,US,Presencial,US,M
SE,24,130500,US,Presencial,US,M
SE,53,130000,US,Remoto,US,M
SE,53,84000,US,Remoto,US,M
MI,30,100000,US,Remoto,US,M
MI,30,60000,US,Remoto,US,M
MI,24,80036,GB,Remoto,GB,M
MI,24,67723,GB,Remoto,GB,M
SE,24,141300,US,Presencial,US,M
SE,24,102100,US,Presencial,US,M
SE,18,50432,ES,Presencial,ES,M
SE,18,36773,ES,Presencial,ES,M
MI,13,150000,US,Remoto,US,L
MI,36,102200,GB,Remoto,GB,M
EN,36,22892,IN,Hibrido,IN,M
SE,18,144000,US,Remoto,US,M
SE,18,113000,US,Remoto,US,M
EN,1,31520,PT,Remoto,ES,M
SE,23,195400,US,Remoto,US,L
SE,23,131300,US,Remoto,US,L
SE,56,195400,US,Remoto,US,L
SE,56,131300,US,Remoto,US,L
SE,23,195400,US,Remoto,US,L
SE,23,131300,US,Remoto,US,L
SE,23,190000,US,Remoto,US,M
SE,23,135000,US,Remoto,US,M
SE,24,135000,US,Remoto,US,M
SE,24,80000,US,Remoto,US,M
EN,8,8050,IN,Remoto,IN,M
SE,24,160000,US,Remoto,US,M
SE,24,85000,US,Remoto,US,M
SE,24,178800,US,Remoto,US,L
SE,24,132100,US,Remoto,US,L
SE,24,140000,US,Remoto,US,M
SE,24,105000,US,Remoto,US,M
MI,24,80036,GB,Remoto,GB,M
MI,24,67723,GB,Remoto,GB,M
SE,2,190000,US,Remoto,US,M
SE,2,140000,US,Remoto,US,M
MI,30,100000,US,Remoto,US,M
MI,30,60000,US,Remoto,US,M
SE,36,180000,US,Remoto,US,L
SE,36,165000,US,Remoto,US,L
SE,5,108000,US,Presencial,US,L
SE,23,190000,US,Remoto,US,M
SE,23,135000,US,Remoto,US,M
SE,36,179400,US,Presencial,US,M
SE,36,154000,US,Presencial,US,M
SE,61,193900,US,Presencial,US,M
SE,61,129300,US,Presencial,US,M
EX,35,182160,US,Presencial,US,M
MI,24,150000,US,Presencial,US,M
MI,24,100000,US,Presencial,US,M
SE,2,122500,US,Remoto,US,M
SE,2,100000,US,Remoto,US,M
SE,24,193000,ES,Remoto,US,M
EN,36,93000,US,Presencial,US,M
EN,36,73000,US,Presencial,US,M
MI,30,100000,US,Remoto,US,M
MI,30,60000,US,Remoto,US,M
SE,36,136994,US,Remoto,US,M
SE,36,101570,US,Remoto,US,M
SE,42,63000,US,Remoto,US,M
MI,27,134000,US,Presencial,US,M
MI,27,98000,US,Presencial,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
MI,18,136000,US,Remoto,US,M
MI,18,112000,US,Remoto,US,M
SE,36,172000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,24,215000,US,Presencial,US,M
SE,24,164000,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,24,63000,US,Remoto,US,M
SE,24,180000,US,Remoto,US,M
SE,24,150000,US,Remoto,US,M
SE,24,63000,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
MI,18,97500,US,Remoto,US,L
SE,6,212800,US,Remoto,US,M
SE,6,142800,US,Remoto,US,M
EN,18,6359,FR,Remoto,IN,L
SE,36,151800,US,Presencial,US,M
SE,36,130240,US,Presencial,US,M
SE,2,165000,US,Remoto,US,M
SE,2,140250,US,Remoto,US,M
SE,24,135000,US,Presencial,US,M
SE,24,115000,US,Presencial,US,M
SE,36,179400,US,Remoto,US,M
SE,36,154000,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
MI,44,75000,US,Presencial,US,M
MI,24,98506,GB,Remoto,GB,M
MI,24,86193,GB,Remoto,GB,M
MI,24,84053,ES,Remoto,ES,M
MI,24,73546,ES,Remoto,ES,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,2,102663,GB,Remoto,GB,M
SE,2,80041,GB,Remoto,GB,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,24,104611,GB,Remoto,GB,M
SE,24,82280,GB,Remoto,GB,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Presencial,US,M
SE,36,141525,US,Presencial,US,M
SE,18,115000,US,Presencial,US,L
EN,36,31520,ES,Hibrido,ES,M
SE,29,81000,US,Remoto,US,M
SE,29,66000,US,Remoto,US,M
EN,18,46000,US,Remoto,US,L
EN,24,80000,US,Remoto,US,L
EX,61,200000,US,Remoto,US,S
EX,61,180000,US,Remoto,US,S
EX,1,200000,US,Remoto,US,S
SE,36,204100,US,Presencial,US,M
SE,36,136100,US,Presencial,US,M
SE,2,63000,US,Presencial,US,M
MI,36,118208,GB,Presencial,GB,M
MI,36,110820,GB,Presencial,GB,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,36,191475,US,Remoto,US,M
SE,36,141525,US,Remoto,US,M
SE,38,95000,US,Remoto,US,M
SE,38,70000,US,Remoto,US,M
MI,5,75000,BO,Remoto,US,M
MI,18,113000,US,Presencial,US,L
SE,36,170000,US,Remoto,US,M
SE,36,130000,US,Remoto,US,M
MI,19,113000,US,Remoto,US,L
MI,70,140000,US,Remoto,US,M
SE,36,175000,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,2,63000,US,Presencial,US,M
SE,36,160000,US,Presencial,US,L
SE,36,119300,US,Presencial,US,L
MI,72,145000,US,Hibrido,US,L
SE,24,105000,US,Presencial,US,M
SE,24,90000,US,Presencial,US,M
SE,42,146200,US,Remoto,US,M
SE,42,124270,US,Remoto,US,M
MI,36,160000,US,Presencial,US,M
SE,24,185800,CA,Remoto,CA,M
SE,24,137400,CA,Remoto,CA,M
SE,2,180000,US,Presencial,US,M
SE,2,203500,US,Presencial,US,M
SE,2,152000,US,Presencial,US,M
SE,24,63000,US,Presencial,US,M
SE,57,186000,US,Remoto,US,M
SE,57,148800,US,Remoto,US,M
SE,52,95386,IN,Hibrido,IN,L
MI,56,128058,GB,Hibrido,GB,L
EN,36,82000,US,Presencial,US,L
MI,5,173000,US,Hibrido,US,M
SE,36,203500,US,Presencial,US,M
SE,36,152000,US,Presencial,US,M
SE,56,186000,US,Remoto,US,M
SE,56,148800,US,Remoto,US,M
MI,35,158000,US,Remoto,US,M
MI,35,134000,US,Remoto,US,M
SE,36,170000,US,Remoto,US,M
SE,36,120000,US,Remoto,US,M
EX,2,200000,US,Remoto,US,M
EX,2,150000,US,Remoto,US,M
SE,18,216200,US,Presencial,US,M
SE,18,144100,US,Presencial,US,M
SE,42,63000,US,Presencial,US,M
SE,24,135000,US,Remoto,US,M
SE,24,85000,US,Remoto,US,M
SE,56,135000,US,Remoto,US,M
SE,56,85000,US,Remoto,US,M
SE,35,206000,US,Remoto,US,M
SE,35,175100,US,Remoto,US,M
SE,56,189650,US,Presencial,US,M
SE,56,164996,US,Presencial,US,M
SE,23,149040,US,Remoto,US,M
SE,23,113900,US,Remoto,US,M
SE,24,154000,US,Remoto,US,M
SE,24,126000,US,Remoto,US,M
SE,56,200000,US,Remoto,US,L
SE,56,150000,US,Remoto,US,L
SE,24,195700,US,Presencial,US,M
SE,24,130500,US,Presencial,US,M
SE,2,170000,US,Remoto,US,M
SE,2,135000,US,Remoto,US,M
MI,24,98506,GB,Presencial,GB,M
MI,24,73880,GB,Presencial,GB,M
SE,18,117000,US,Remoto,US,M
SE,18,99450,US,Remoto,US,M
SE,56,193900,US,Presencial,US,M
SE,56,129300,US,Presencial,US,M
EN,56,55410,GB,Remoto,GB,S
SE,18,86193,GB,Presencial,GB,M
SE,18,61566,GB,Presencial,GB,M
SE,18,175000,US,Remoto,US,M
SE,18,130000,US,Remoto,US,M
SE,24,188100,US,Presencial,US,M
SE,24,139860,US,Presencial,US,M
SE,56,167100,US,Presencial,US,M
MI,18,5723,IN,Remoto,IN,S
SE,36,123400,US,Presencial,US,M
SE,36,88100,US,Presencial,US,M
SE,36,205000,US,Presencial,US,M
SE,24,141300,US,Presencial,US,M
SE,24,102100,US,Presencial,US,M
SE,23,141300,US,Presencial,US,M
SE,23,102100,US,Presencial,US,M
MI,51,61566,GB,Hibrido,GB,S
SE,23,63000,US,Presencial,US,M
SE,35,189500,US,Remoto,US,L
SE,35,140100,US,Remoto,US,L
SE,24,177600,US,Remoto,US,L
SE,24,131300,US,Remoto,US,L
MI,24,24000,US,Presencial,US,M
MI,24,24000,US,Presencial,US,M
SE,24,63000,US,Presencial,US,M
SE,56,202900,US,Remoto,US,L
SE,56,131300,US,Remoto,US,L
SE,24,145000,US,Remoto,US,M
SE,24,115000,US,Remoto,US,M
EN,56,115000,US,Hibrido,US,L
MI,56,193900,US,Presencial,US,M
MI,56,129300,US,Presencial,US,M
SE,36,180000,US,Remoto,US,L
SE,36,140000,US,Remoto,US,L
MI,18,216200,US,Presencial,US,M
MI,18,144100,US,Presencial,US,M
SE,61,216000,US,Presencial,US,M
SE,61,144000,US,Presencial,US,M
EN,18,150000,US,Remoto,US,L
MI,36,131752,GB,Remoto,GB,M
SE,2,48000,AR,Remoto,US,S
EX,35,175100,US,Presencial,US,M
SE,24,210000,US,Remoto,US,M
SE,24,100000,US,Remoto,US,M
EN,18,55000,US,Remoto,US,S
MI,18,130000,US,Remoto,US,M
SE,5,77119,FR,Remoto,GB,L
SE,24,206699,US,Presencial,US,M
SE,24,99100,US,Presencial,US,M
MI,2,200000,US,Presencial,US,M
MI,2,54000,US,Presencial,US,M
SE,24,63000,US,Presencial,US,M
SE,23,63000,US,Presencial,US,M
SE,24,63000,US,Presencial,US,M
EN,2,130000,US,Hibrido,US,L
SE,24,100000,US,Presencial,US,L
SE,24,80000,US,Presencial,US,L
SE,36,160000,US,Presencial,US,L
SE,36,100000,US,Presencial,US,L
SE,38,221300,US,Remoto,US,L
SE,38,148700,US,Remoto,US,L
EN,56,30000,GB,Remoto,GB,L
MI,24,91118,GB,Presencial,GB,M
MI,24,61566,GB,Presencial,GB,M
SE,35,185400,US,Presencial,US,M
SE,24,170000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
MI,36,80036,GB,Hibrido,GB,M
SE,18,128875,US,Remoto,US,M
SE,18,93700,US,Remoto,US,M
SE,56,180000,US,Remoto,US,M
SE,56,100000,US,Remoto,US,M
SE,18,136260,US,Remoto,US,M
SE,18,109280,US,Remoto,US,M
SE,36,160000,US,Remoto,US,L
SE,36,92000,US,Remoto,US,L
SE,24,200000,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
MI,24,135446,GB,Presencial,GB,M
MI,24,104663,GB,Presencial,GB,M
SE,18,117000,US,Remoto,US,M
SE,18,99450,US,Remoto,US,M
EN,24,129000,US,Remoto,US,L
EN,24,86000,US,Remoto,US,L
SE,36,160000,US,Presencial,US,L
SE,36,119300,US,Presencial,US,L
SE,13,100000,US,Remoto,US,L
MI,1,200000,US,Remoto,US,M
EN,55,180000,US,Remoto,US,L
MI,36,153000,US,Remoto,US,L
SE,24,210000,US,Remoto,US,M
SE,24,100000,US,Remoto,US,M
SE,18,150075,US,Remoto,US,M
SE,18,110925,US,Remoto,US,M
SE,36,160000,US,Remoto,US,L
SE,36,92000,US,Remoto,US,L
SE,56,202900,US,Remoto,US,L
SE,56,131300,US,Remoto,US,L
SE,24,175000,US,Remoto,US,M
SE,24,135000,US,Remoto,US,M
EN,56,83000,US,Presencial,US,L
MI,24,92350,GB,Remoto,GB,M
MI,24,67723,GB,Remoto,GB,M
SE,36,186000,US,Presencial,US,M
SE,36,148800,US,Presencial,US,M
SE,18,112900,US,Presencial,US,M
SE,18,90320,US,Presencial,US,M
SE,53,160000,US,Presencial,US,M
SE,35,200000,US,Remoto,US,M
MI,1,200000,IN,Remoto,US,L
MI,56,116976,GB,Presencial,GB,M
MI,56,92350,GB,Presencial,GB,M
MI,1,120000,US,Presencial,US,M
SE,18,112900,US,Remoto,US,M
SE,18,90320,US,Remoto,US,M
SE,21,145000,US,Remoto,US,M
SE,21,105400,US,Remoto,US,M
MI,24,110820,GB,Presencial,GB,M
MI,24,92350,GB,Presencial,GB,M
SE,36,215300,US,Remoto,US,L
SE,36,158200,US,Remoto,US,L
SE,24,209100,US,Remoto,US,L
SE,24,154600,US,Remoto,US,L
SE,18,115934,US,Presencial,US,M
SE,18,81666,US,Presencial,US,M
SE,24,175000,US,Remoto,US,M
SE,24,155000,US,Remoto,US,M
SE,18,164000,US,Presencial,US,M
SE,18,132000,US,Presencial,US,M
SE,36,170000,US,Remoto,US,M
SE,36,123000,US,Remoto,US,M
SE,56,189650,US,Presencial,US,M
SE,56,164996,US,Presencial,US,M
EX,50,115222,CA,Remoto,CA,S
SE,24,165400,US,Remoto,US,M
SE,24,132320,US,Remoto,US,M
SE,23,208775,US,Remoto,US,M
SE,23,147800,US,Remoto,US,M
SE,24,136994,US,Remoto,US,M
SE,24,101570,US,Remoto,US,M
SE,18,128875,US,Remoto,US,M
SE,18,93700,US,Remoto,US,M
EX,47,76309,IN,Hibrido,IN,L
EN,56,35093,GB,Remoto,GB,L
SE,24,183600,US,Remoto,US,L
SE,24,100800,US,Remoto,US,L
MI,18,49253,GB,Remoto,GB,M
MI,18,36940,GB,Remoto,GB,M
MI,18,42026,ES,Remoto,ES,M
MI,18,31520,ES,Remoto,ES,M
MI,24,84053,ES,Remoto,ES,M
MI,24,73546,ES,Remoto,ES,M
MI,24,98506,GB,Remoto,GB,M
MI,24,86193,GB,Remoto,GB,M
SE,56,189650,US,Presencial,US,M
SE,56,164996,US,Presencial,US,M
MI,24,92350,GB,Remoto,GB,M
MI,24,73880,GB,Remoto,GB,M
SE,36,215300,US,Presencial,US,L
SE,36,140400,US,Presencial,US,L
MI,24,63040,ES,Remoto,ES,M
MI,24,47280,ES,Remoto,ES,M
SE,36,180000,US,Remoto,US,M
MI,36,67723,GB,Presencial,GB,M
MI,36,43096,GB,Presencial,GB,M
MI,24,73880,GB,Remoto,GB,M
MI,24,55410,GB,Remoto,GB,M
MI,24,82900,US,Presencial,US,M
MI,24,63900,US,Presencial,US,M
MI,61,160000,US,Remoto,US,L
MI,61,112300,US,Remoto,US,L
MI,35,159000,US,Remoto,US,M
SE,36,180000,US,Presencial,US,M
SE,36,80000,US,Presencial,US,M
MI,18,58000,US,Presencial,US,S
MI,18,58000,US,Presencial,US,S
SE,24,136000,US,Presencial,US,M
SE,24,108800,US,Presencial,US,M
EX,24,200000,US,Remoto,US,M
MI,36,61566,GB,Presencial,GB,M
MI,36,36940,GB,Presencial,GB,M
MI,24,73880,GB,Presencial,GB,M
MI,24,49253,GB,Presencial,GB,M
SE,36,165220,US,Remoto,US,M
SE,36,120160,US,Remoto,US,M
SE,18,124190,US,Remoto,US,M
SE,18,90320,US,Remoto,US,M
SE,24,181940,US,Presencial,US,M
SE,24,132320,US,Presencial,US,M
SE,24,220110,US,Presencial,US,M
SE,24,160080,US,Presencial,US,M
SE,36,180000,US,Presencial,US,L
SE,36,120000,US,Presencial,US,L
MI,18,126500,US,Presencial,US,M
MI,18,106260,US,Presencial,US,M
SE,18,116000,US,Presencial,US,M
SE,18,99000,US,Presencial,US,M
SE,18,155000,US,Remoto,US,M
SE,18,120600,US,Remoto,US,M
MI,36,130000,US,Presencial,US,M
MI,36,90000,US,Presencial,US,M
MI,24,170000,US,Remoto,US,M
MI,24,150000,US,Remoto,US,M
SE,18,102100,US,Remoto,US,M
SE,18,84900,US,Remoto,US,M
SE,36,136620,US,Remoto,US,M
SE,36,99360,US,Remoto,US,M
SE,36,110820,GB,Presencial,GB,M
SE,36,98506,GB,Presencial,GB,M
SE,36,146000,US,Remoto,US,M
SE,36,123000,US,Remoto,US,M
EN,24,49253,GB,Remoto,GB,M
EN,24,43096,GB,Remoto,GB,M
EX,18,130000,US,Remoto,US,M
EX,18,110000,US,Remoto,US,M
SE,18,170000,US,Remoto,US,M
SE,18,135000,US,Remoto,US,M
SE,35,161342,US,Remoto,US,M
SE,35,137141,US,Remoto,US,M
SE,36,167000,US,Remoto,US,M
SE,36,123000,US,Remoto,US,M
SE,24,73880,GB,Presencial,GB,M
SE,24,61566,GB,Presencial,GB,M
SE,36,211500,US,Remoto,US,M
SE,36,138600,US,Remoto,US,M
SE,23,192400,CA,Remoto,CA,M
SE,23,90700,CA,Remoto,CA,M
SE,18,130000,CA,Remoto,CA,M
SE,18,61300,CA,Remoto,CA,M
SE,18,130000,CA,Remoto,CA,M
SE,18,61300,CA,Remoto,CA,M
SE,24,160000,US,Presencial,US,L
SE,24,113000,US,Presencial,US,L
SE,36,150000,US,Presencial,US,M
SE,36,95550,US,Presencial,US,M
MI,18,167000,US,Remoto,US,M
MI,18,115500,US,Remoto,US,M
SE,18,112900,US,Remoto,US,M
SE,18,90320,US,Remoto,US,M
SE,18,112900,US,Remoto,US,M
SE,18,90320,US,Remoto,US,M
SE,24,165400,US,Remoto,US,M
SE,24,132320,US,Remoto,US,M
SE,24,156600,US,Remoto,US,M
SE,18,136600,US,Remoto,US,M
SE,18,109280,US,Remoto,US,M
SE,24,128875,US,Remoto,US,M
SE,24,93700,US,Remoto,US,M
EX,46,167875,US,Remoto,US,M
EX,2,175000,US,Remoto,US,M
EX,2,135000,US,Remoto,US,M
SE,24,209100,US,Remoto,US,L
SE,24,154600,US,Remoto,US,L
SE,24,180000,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
SE,36,205300,US,Presencial,US,L
SE,36,140400,US,Presencial,US,L
SE,36,176000,US,Remoto,US,M
SE,36,144000,US,Remoto,US,M
SE,24,200100,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
SE,24,70500,US,Presencial,US,M
SE,24,54000,US,Presencial,US,M
SE,36,205300,US,Presencial,US,M
SE,36,140400,US,Presencial,US,M
SE,2,205300,US,Presencial,US,M
SE,2,184700,US,Presencial,US,M
SE,24,175100,US,Remoto,US,M
SE,24,140250,US,Remoto,US,M
SE,18,116150,US,Remoto,US,M
SE,18,99050,US,Remoto,US,M
SE,24,145000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
SE,18,112900,US,Remoto,US,M
SE,18,90320,US,Remoto,US,M
MI,18,85000,CA,Presencial,CA,M
MI,18,75000,CA,Presencial,CA,M
SE,56,214000,US,Remoto,US,M
SE,56,192600,US,Remoto,US,M
SE,23,213120,US,Remoto,US,M
SE,24,155000,US,Remoto,US,M
SE,24,115000,US,Remoto,US,M
MI,36,141300,US,Presencial,US,M
MI,36,102100,US,Presencial,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
MI,24,206699,US,Presencial,US,M
MI,24,99100,US,Presencial,US,M
SE,24,130000,US,Remoto,US,M
SE,24,110500,US,Remoto,US,M
MI,18,61566,GB,Presencial,GB,M
MI,18,43096,GB,Presencial,GB,M
SE,18,80000,US,Remoto,US,M
SE,18,60000,US,Remoto,US,M
SE,23,192564,US,Remoto,US,M
SE,23,144854,US,Remoto,US,M
SE,36,150000,US,Remoto,US,M
SE,21,150260,US,Remoto,US,M
SE,21,109280,US,Remoto,US,M
SE,18,170000,US,Remoto,US,M
SE,18,150000,US,Remoto,US,M
MI,36,160000,US,Remoto,US,M
MI,36,130000,US,Remoto,US,M
EN,18,67000,CA,Presencial,CA,M
EN,18,52000,CA,Presencial,CA,M
SE,24,154000,US,Remoto,US,M
SE,24,126000,US,Remoto,US,M
SE,18,129000,US,Presencial,US,M
SE,18,99000,US,Presencial,US,M
SE,36,210000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,36,210000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,36,210000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,18,100000,US,Remoto,US,M
SE,18,69000,US,Remoto,US,M
SE,36,210000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
SE,18,150075,US,Remoto,US,M
SE,18,110925,US,Remoto,US,M
SE,24,100000,US,Remoto,US,M
SE,24,25000,US,Remoto,US,M
SE,18,126500,US,Remoto,US,M
SE,18,106260,US,Remoto,US,M
SE,24,220110,US,Remoto,US,M
SE,24,160080,US,Remoto,US,M
SE,18,105000,US,Remoto,US,M
SE,18,100000,US,Remoto,US,M
SE,18,170000,US,Remoto,US,M
SE,18,135000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
MI,18,135000,US,Remoto,US,M
MI,18,50000,US,Remoto,US,M
SE,36,220000,US,Remoto,US,M
SE,36,140000,US,Remoto,US,M
MI,36,172386,GB,Presencial,GB,M
MI,36,86193,GB,Presencial,GB,M
SE,56,220000,US,Remoto,US,M
SE,56,120000,US,Remoto,US,M
MI,36,200000,US,Remoto,US,M
MI,36,120000,US,Remoto,US,M
EX,24,216000,US,Remoto,US,M
SE,24,210000,US,Remoto,US,M
SE,24,100000,US,Remoto,US,M
SE,36,185100,US,Remoto,US,M
SE,36,104890,US,Remoto,US,M
SE,24,105000,US,Remoto,US,M
SE,24,80000,US,Remoto,US,M
MI,55,76814,CA,Remoto,CA,M
EX,41,192037,CA,Hibrido,CA,L
MI,56,120000,US,Remoto,US,S
MI,13,17805,IN,Remoto,IN,M
MI,36,30523,IN,Remoto,IN,L
EN,36,17805,IN,Remoto,IN,M
MI,5,75000,BO,Remoto,US,L
MI,3,157000,US,Remoto,US,L
MI,13,69133,CA,Hibrido,CA,L
EN,24,65000,US,Remoto,US,S
MI,36,67597,CA,Remoto,CA,M
SE,45,200000,MY,Remoto,US,M
EN,36,51081,CA,Remoto,CA,L
MI,36,78000,US,Remoto,US,M
SE,24,135000,US,Remoto,US,M
SE,24,115000,US,Remoto,US,M
SE,36,165000,US,Remoto,US,M
MI,61,153000,US,Hibrido,US,M
SE,36,100000,BR,Remoto,US,M
SE,55,76814,CA,Remoto,CA,M
MI,66,75000,CA,Remoto,CA,S
SE,35,152500,US,Remoto,US,M
EN,72,120000,US,Remoto,US,L
MI,36,135000,US,Remoto,US,L
